Date,Low,Open,Volume,High,Close,Adjusted Close
2021-01-04,49.619998931884766,52.279998779296875,22302100,52.400001525878906,50.5099983215332,48.336578369140625
2021-01-05,49.20000076293945,50.15999984741211,17854600,50.29999923706055,49.97999954223633,48.04817199707031
2021-01-06,49.099998474121094,49.119998931884766,22552600,50.77000045776367,50.560001373291016,48.60575485229492
2021-01-07,50.099998474121094,50.20000076293945,20230800,50.97999954223633,50.65999984741211,48.70188522338867
2021-01-08,50.310001373291016,50.36000061035156,22140400,51.65999984741211,51.540000915527344,49.547874450683594
2021-01-11,50.72999954223633,51.7400016784668,18794300,51.7400016784668,51.52000045776367,49.52865219116211
2021-01-12,49.61000061035156,51.290000915527344,20999500,51.54999923706055,50.0099983215332,48.0770149230957
2021-01-13,49.52000045776367,49.619998931884766,16227000,50.380001068115234,50.15999984741211,48.22121810913086
2021-01-14,49.439998626708984,50.15999984741211,18806000,50.27000045776367,49.58000183105469,47.66363906860352
2021-01-15,48.150001525878906,49.209999084472656,25973100,49.2599983215332,48.689998626708984,46.80803680419922
2021-01-19,48.310001373291016,48.66999816894531,18946300,49.09000015258789,48.849998474121094,46.96184921264648
2021-01-20,48.65999984741211,48.9900016784668,15814200,49.16999816894531,48.880001068115234,46.990692138671875
2021-01-21,48.2400016784668,48.5,22602300,49.27000045776367,49.130001068115234,47.23102569580078
2021-01-22,48.2599983215332,48.84000015258789,13960700,48.939998626708984,48.68000030517578,46.79841995239258
2021-01-25,48.31999969482422,48.5,16328400,49.130001068115234,48.970001220703125,47.07721328735352
2021-01-26,48.880001068115234,49.150001525878906,23562200,50.209999084472656,50.09000015258789,48.15392303466797
2021-01-27,48.31999969482422,49.470001220703125,24670000,50.22999954223633,48.41999816894531,46.548465728759766
2021-01-28,49.779998779296875,50.0,29163100,52.290000915527344,51.599998474121094,49.60555648803711
2021-01-29,49.4900016784668,50.310001373291016,27480200,51.20000076293945,49.56999969482422,47.654022216796875
2021-02-01,49.099998474121094,49.86000061035156,16865700,50.36000061035156,50.150001525878906,48.21160125732422
2021-02-02,50.06999969482422,50.349998474121094,17361400,51.47999954223633,51.18000030517578,49.20178985595703
2021-02-03,50.41999816894531,51.25,17253300,51.529998779296875,50.470001220703125,48.51923370361328
2021-02-04,50.22999954223633,50.33000183105469,18708100,51.5,51.45000076293945,49.46135711669922
2021-02-05,50.939998626708984,51.86000061035156,14203000,52.06999969482422,51.11000061035156,49.134490966796875
2021-02-08,51.02000045776367,51.060001373291016,14767100,52.08000183105469,51.849998474121094,49.84589385986328
2021-02-09,51.36000061035156,52.0,15090000,52.9900016784668,52.720001220703125,50.68226623535156
2021-02-10,52.040000915527344,53.040000915527344,16432700,53.060001373291016,52.75,50.71110916137695
2021-02-11,52.5099983215332,52.91999816894531,11176400,53.310001373291016,53.22999954223633,51.17255401611328
2021-02-12,52.95000076293945,53.31999969482422,10113300,53.599998474121094,53.22999954223633,51.17255401611328
2021-02-16,52.540000915527344,53.0,10818000,53.22999954223633,52.84000015258789,50.79762649536133
2021-02-17,52.40999984741211,52.72999954223633,10978500,53.25,52.9900016784668,50.94182968139648
2021-02-18,52.2599983215332,52.68000030517578,14533500,52.869998931884766,52.560001373291016,50.52845764160156
