Date,Low,Open,Volume,High,Close,Adjusted Close
2021-01-04,147.13999938964844,153.00999450683594,9827000,155.14999389648438,148.5,147.04530334472656
2021-01-05,148.5,148.64999389648438,8507200,152.6999969482422,152.42999267578125,150.93678283691406
2021-01-06,149.47000122070312,151.52999877929688,7174600,153.8699951171875,151.19000244140625,149.70895385742188
2021-01-07,152.25999450683594,152.3300018310547,8482300,156.4199981689453,155.6999969482422,154.1747589111328
2021-01-08,154.5399932861328,157.22999572753906,6252400,157.52999877929688,156.63999938964844,155.10556030273438
2021-01-11,154.9199981689453,156.10000610351562,5147800,158.1300048828125,156.11000061035156,154.5807647705078
2021-01-12,153.9600067138672,156.63999938964844,4385700,156.8699951171875,154.4499969482422,152.93701171875
2021-01-13,153.64999389648438,155.19000244140625,5479900,157.92999267578125,157.4199981689453,155.87791442871094
2021-01-14,158.5,159.39999389648438,10102400,163.17999267578125,160.85000610351562,159.27432250976562
2021-01-15,156.8800048828125,160.77000427246094,8607400,160.86000061035156,157.08999633789062,155.5511474609375
2021-01-19,158.4499969482422,158.94000244140625,8209000,164.10000610351562,163.77000427246094,162.16571044921875
2021-01-20,164.44000244140625,164.72000122070312,7943300,167.94000244140625,164.60000610351562,162.98757934570312
2021-01-21,163.33999633789062,165.80999755859375,6295700,166.49000549316406,164.75,163.13612365722656
2021-01-22,161.52000427246094,164.0,5062300,164.27000427246094,162.4199981689453,160.8289337158203
2021-01-25,161.72999572753906,164.32000732421875,5370800,167.0500030517578,164.39999389648438,162.78953552246094
2021-01-26,160.91000366210938,164.1999969482422,6554200,164.64999389648438,162.5500030517578,160.95767211914062
2021-01-27,152.69000244140625,158.49000549316406,9854000,160.72999572753906,153.6699981689453,152.16465759277344
2021-01-28,153.11000061035156,156.27999877929688,8087400,158.97000122070312,155.5500030517578,154.0262451171875
2021-01-29,154.75,160.25,9502100,160.63999938964844,156.27999877929688,154.74908447265625
2021-02-01,156.49000549316406,157.3699951171875,8265100,162.39999389648438,161.5800018310547,159.99716186523438
2021-02-02,161.3000030517578,164.50999450683594,6926500,165.3800048828125,164.77999877929688,163.16583251953125
2021-02-03,161.8000030517578,167.5800018310547,14156700,167.5800018310547,162.3000030517578,160.71011352539062
2021-02-04,145.1999969482422,150.17999267578125,46141800,151.77999877929688,147.97000122070312,146.52049255371094
2021-02-05,144.6199951171875,148.85000610351562,24695400,148.89999389648438,145.83999633789062,144.41134643554688
2021-02-08,145.3000030517578,147.10000610351562,12181600,147.60000610351562,147.3800048828125,145.93626403808594
2021-02-09,145.89999389648438,147.5500030517578,11681300,148.5,146.11000061035156,144.6787109375
2021-02-10,144.3699951171875,147.6199951171875,11701300,147.75,145.5,144.07469177246094
2021-02-11,143.52999877929688,145.77999877929688,11600200,146.57000732421875,145.55999755859375,144.13409423828125
2021-02-12,144.8699951171875,145.57000732421875,9155200,151.39999389648438,147.97999572753906,146.5303955078125
2021-02-16,146.05999755859375,149.0,10211900,149.74000549316406,147.16000366210938,145.7184295654297
2021-02-17,143.4199981689453,145.82000732421875,11937200,146.88999938964844,144.75,143.33203125
2021-02-18,142.9600067138672,143.5399932861328,8404400,144.6999969482422,143.91000366210938,142.50027465820312
2021-02-19,143.49000549316406,144.77999877929688,10012500,145.85000610351562,144.94000244140625,143.52017211914062
2021-02-22,139.0800018310547,142.25,12763900,144.1199951171875,139.4600067138672,138.09385681152344
2021-02-23,134.44000244140625,136.3800048828125,14425300,138.47999572753906,137.1199951171875,135.7767791748047
2021-02-24,135.08999633789062,136.39999389648438,13146200,141.17999267578125,141.10000610351562,139.71778869628906
2021-02-25,135.02000427246094,139.55999755859375,12701100,140.8300018310547,135.52999877929688,134.20236206054688
2021-02-26,134.6999969482422,136.75999450683594,11772600,138.14999389648438,136.19000244140625,134.85589599609375
2021-03-01,136.4600067138672,137.5,9421400,139.6300048828125,139.49000549316406,138.12356567382812
2021-03-02,136.77000427246094,140.0,8693200,140.10000610351562,137.0399932861328,135.69754028320312
2021-03-03,131.5399932861328,135.60000610351562,14862700,136.17999267578125,131.66000366210938,130.9915771484375
2021-03-04,126.58000183105467,132.35000610351562,15831100,134.1999969482422,127.8000030517578,127.15117645263672
2021-03-05,125.4000015258789,130.9199981689453,13292000,131.1699981689453,129.75,129.09127807617188
2021-03-08,122.98999786376952,129.0,15256100,129.77000427246094,123.1999969482422,122.57452392578124
2021-03-09,126.33000183105467,127.38999938964844,13130200,129.9199981689453,129.11000061035156,128.45452880859375
2021-03-10,127.63999938964844,130.6699981689453,12492300,131.10000610351562,127.87000274658205,127.2208251953125
2021-03-11,130.00999450683594,131.00999450683594,11920200,133.24000549316406,131.74000549316406,131.07118225097656
2021-03-12,127.62000274658205,129.89999389648438,9365700,130.3300018310547,129.97999572753906,129.32009887695312
2021-03-15,129.1199951171875,130.05999755859375,7807200,131.75999450683594,131.63999938964844,130.9716796875
2021-03-16,132.2899932861328,132.88999938964844,10434700,135.44000244140625,133.64999389648438,132.97146606445312
2021-03-17,129.67999267578125,131.30999755859375,10781500,135.60000610351562,133.9199981689453,133.24009704589844
2021-03-18,129.66000366210938,132.44000244140625,9579000,133.60000610351562,129.75,129.09127807617188
2021-03-19,129.1699981689453,129.7899932861328,17599900,132.47999572753906,131.02000427246094,130.35482788085938
2021-03-22,132.60000610351562,132.9600067138672,9036900,135.5500030517578,134.08999633789062,133.40924072265625
2021-03-23,131.41000366210938,134.0,7425700,134.35000610351562,132.52000427246094,131.8472137451172
2021-03-24,127.11000061035156,132.99000549316406,10962300,133.05999755859375,127.18000030517578,126.5343246459961
2021-03-25,124.38999938964844,126.66000366210938,10460800,127.63999938964844,127.27999877929688,126.6338119506836
2021-03-26,127.04000091552734,127.05999755859376,11071600,133.35000610351562,132.99000549316406,132.31483459472656
2021-03-29,129.77000427246094,132.5399932861328,9750100,133.33999633789062,131.27000427246094,130.6035614013672
2021-03-30,129.07000732421875,130.1699981689453,7097300,131.24000549316406,130.11000061035156,129.44944763183594
2021-03-31,130.57000732421875,130.9600067138672,8361300,133.52000427246094,132.58999633789062,131.91685485839844
2021-04-01,133.60000610351562,134.5,14069600,138.42999267578125,137.7899932861328,137.0904541015625
2021-04-05,138.22999572753906,139.0399932861328,12562800,140.5,140.3300018310547,139.61756896972656
2021-04-06,137.63999938964844,139.85000610351562,9100000,140.22999572753906,138.05999755859375,137.3590850830078
2021-04-07,137.39999389648438,138.3300018310547,6958500,139.9499969482422,139.42999267578125,138.7221221923828
2021-04-08,138.80999755859375,140.0,7304900,140.3699951171875,140.33999633789062,139.62750244140625
2021-04-09,138.8800048828125,139.89999389648438,6033200,140.67999267578125,140.57000732421875,139.85635375976562
2021-04-12,136.0500030517578,138.86000061035156,10355500,139.88999938964844,137.44000244140625,136.7422332763672
2021-04-13,135.75,138.3800048828125,9225200,138.77000427246094,137.3000030517578,136.6029510498047
2021-04-14,133.91000366210938,137.0800018310547,9967800,137.83999633789062,134.75,134.06588745117188
2021-04-15,135.57000732421875,136.0,11733200,137.99000549316406,137.83999633789062,137.14019775390625
2021-04-16,136.64999389648438,137.6199951171875,6583900,139.00999450683594,138.2100067138672,137.50833129882812
2021-04-19,134.08999633789062,136.89999389648438,8728900,137.0500030517578,135.25,134.5633544921875
2021-04-20,132.7899932861328,134.5500030517578,7473700,134.77999877929688,133.39999389648438,132.7227325439453
2021-04-21,132.5,132.82000732421875,7237900,136.3699951171875,136.19000244140625,135.4985809326172
2021-04-22,132.47000122070312,135.3699951171875,8345100,135.9600067138672,132.97000122070312,132.294921875
2021-04-23,133.5399932861328,133.74000549316406,7666600,136.11000061035156,135.42999267578125,134.742431640625
2021-04-26,135.1199951171875,135.3300018310547,9715400,139.69000244140625,138.9600067138672,138.2545166015625
2021-04-27,136.97999572753906,138.7100067138672,9284500,139.3800048828125,138.00999450683594,137.309326171875
2021-04-28,135.75,138.1699981689453,13118100,138.27000427246094,136.57000732421875,135.8766632080078
2021-04-29,140.6699981689453,145.00999450683594,20502100,145.3000030517578,142.67999267578125,141.95562744140625
2021-04-30,138.25999450683594,141.07000732421875,11374600,142.08999633789062,138.8000030517578,138.0953369140625
2021-05-03,136.8699951171875,139.6999969482422,7920300,139.75999450683594,137.42999267578125,136.73226928710938
2021-05-04,132.4199981689453,136.0,11996300,136.0,134.1199951171875,133.4390869140625
2021-05-05,134.11000061035156,136.0800018310547,6285500,136.4499969482422,134.64999389648438,133.9663848876953
2021-05-06,133.10000610351562,134.49000549316406,8352500,136.5399932861328,136.0,135.30953979492188
2021-05-07,136.2899932861328,136.94000244140625,6893700,138.69000244140625,137.85000610351562,137.15016174316406
2021-05-10,128.82000732421875,136.02000427246094,19537200,136.67999267578125,128.94000244140625,128.28538513183594
2021-05-11,124.7699966430664,125.25,11948000,128.55999755859375,128.3699951171875,127.71827697753906
2021-05-12,123.68000030517578,126.02999877929688,13529600,127.12999725341795,124.62000274658205,123.98731994628906
2021-05-13,125.87000274658205,127.12000274658205,10633000,128.47999572753906,127.11000061035156,126.46467590332033
2021-05-14,127.80999755859376,128.6300048828125,9391100,131.4199981689453,130.14999389648438,129.48924255371094
2021-05-17,127.70999908447266,129.2899932861328,5917400,129.8300018310547,129.8000030517578,129.14102172851562
2021-05-18,128.7899932861328,130.63999938964844,8651100,131.24000549316406,128.91000366210938,128.2555389404297
2021-05-19,126.4499969482422,127.19000244140624,8112900,130.8300018310547,130.66000366210938,129.9966583251953
2021-05-20,131.4600067138672,131.52999877929688,9208400,133.27999877929688,132.63999938964844,131.9665985107422
2021-05-21,130.49000549316406,132.13999938964844,8674000,132.69000244140625,131.4600067138672,130.7926025390625
2021-05-24,131.3300018310547,131.3300018310547,8229300,134.0,132.91000366210938,132.2352294921875
